LB,Bonding_Atom,BF3_Affinity(kJ/mol),MW,AMW,Sv,Se,Sp,Ss,Mv,Me,Mp,Ms,nAT,nSK,nBT,nBO,nBM,SCBO,ARR,nCIC,nCIR,RBN,RBF,nDB,nTB,nAB,nH,nC,nN,nO,nP,nS,nF,nCL,nBR,nX,nR03,nR05,nR06,nR07,nR08,nR09,nR10,nBnz,nCp,nCs,nCt,nCq,nCrs,nCrt,nCrq,nCar,nCbH,nCb-,nCconj,nR=Cp,nR=Cs,nR=Ct,nRCOOR,nArCOOR,nRCONR2,nArCONR2,nROCON,nArCHO,nRCO,nArCO,nCONN,nC=O(O)2,nRNHR,nRNR2,nArNR2,nN-N,nRCN,nArCN,nN+,nNq,nRNO2,nArNO2,nROR,nArOR,nRSR,nSO,nSO2,nPO4,nP(=O)O2R,nP(=O)R3/nPR5,nCH2RX,nCRX3,nArX,nCXr,nCXr=,nCconjX,nPyrrolidines,nOxolanes,ntH-Thiophenes,nThiophenes,nPyridines,nHDon,nHAcc,C-001,C-002,C-003,C-004,C-005,C-006,C-008,C-011,C-013,C-015,C-016,C-017,C-019,C-024,C-025,C-026,C-027,C-028,C-029,C-033,C-034,C-037,C-038,C-039,C-040,C-041,H-046,H-047,H-048,H-049,H-050,H-051,H-052,H-053,O-058,O-059,O-060,O-061,N-067,N-068,N-071,N-072,N-074,N-075,N-076,N-077,N-079,F-083,F-084,Cl-086,Cl-089,Cl-090,Br-094,S-107,S-108,S-109,S-110,P-116,P-117,P-120,Ui,Hy,AMR,TPSA(NO),TPSA(Tot),MLOGP,ALOGP
169,O,76.35,134.19,6.71,12.5,19.75,13.26,24,0.63,0.99,0.66,2.4,20,10,20,10,7,14,0.6,1,1,1,0.05,1,0,6,10,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,6,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.864,41.502,17.07,17.07,2.42,2.056
170,O,77.03,196.26,7.27,18.1,26.63,19.02,33.67,0.67,0.99,0.7,2.24,27,15,28,16,13,23,0.75,2,2,2,0.071,1,0,12,12,14,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,12,9,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.807,-0.912,61.597,17.07,17.07,3.583,3.088
171,O,77.82,134.19,6.71,12.5,19.75,13.26,24,0.63,0.99,0.66,2.4,20,10,20,10,7,14,0.6,1,1,1,0.05,1,0,6,10,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,6,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.864,41.502,17.07,17.07,2.42,2.056
172,O,78.17,164.22,6.84,14.61,23.96,15.48,29,0.61,1,0.64,2.42,24,12,24,12,7,16,0.5,1,1,3,0.125,1,0,6,12,10,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,6,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,0,3,7,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.807,47.551,26.3,26.3,2.11,2.22
173,O,80.16,178.25,6.6,16.21,26.84,17.24,30.5,0.6,0.99,0.64,2.35,27,13,27,13,7,17,0.462,1,1,4,0.148,1,0,6,14,11,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,6,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,0,5,7,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.822,52.152,26.3,26.3,2.402,2.677
174,O,83.01,150.19,7.15,13.01,21.07,13.72,27.5,0.62,1,0.65,2.5,21,11,21,11,7,15,0.545,1,1,2,0.095,1,0,6,10,9,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,6,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.79,42.924,26.3,26.3,1.807,1.554
175,O,98.84,163.24,6.53,15.09,24.73,16.03,28,0.6,0.99,0.64,2.33,25,12,25,12,7,16,0.5,1,1,2,0.08,1,0,6,13,10,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,6,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.807,50.889,20.31,20.31,2.11,1.732
176,O,81.04,152.26,5.64,15.29,26.4,16.55,24.67,0.57,0.98,0.61,2.24,27,11,27,11,2,13,0,1,1,0,0,2,0,0,16,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,2,1,0,2,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,-0.877,47.515,17.07,17.07,2.25,2.489
177,O,81.46,138.23,5.76,13.7,23.51,14.78,22.75,0.57,0.98,0.62,2.28,24,10,24,10,2,12,0,1,1,0,0,2,0,0,14,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,1,1,1,1,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,-0.864,43.014,17.07,17.07,1.947,2.072
178,O,81.71,96.14,6.41,8.9,14.86,9.5,17.17,0.59,0.99,0.63,2.45,15,7,15,7,2,9,0,1,1,0,0,2,0,0,8,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,-0.802,29.416,17.07,17.07,0.943,1.151
179,O,82.42,110.17,6.12,10.5,17.75,11.26,19,0.58,0.99,0.63,2.38,18,8,18,8,2,10,0,1,1,0,0,2,0,0,10,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,2,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,-0.828,33.964,17.07,17.07,1.296,1.403
180,O,84.1,124.2,5.91,12.1,20.63,13.02,20.92,0.58,0.98,0.62,2.32,21,9,21,9,2,11,0,1,1,0,0,2,0,0,12,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,1,2,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,-0.848,38.44,17.07,17.07,1.629,1.609
181,O,84.94,152.26,5.64,15.29,26.4,16.55,24,0.57,0.98,0.61,2.18,27,11,27,11,2,13,0,1,1,1,0.037,2,0,0,16,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,2,0,2,1,0,0,0,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,-0.877,47.396,17.07,17.07,2.25,2.557
182,O,84.94,110.17,6.12,10.5,17.75,11.26,18.83,0.58,0.99,0.63,2.35,18,8,18,8,2,10,0,1,1,0,0,2,0,0,10,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,3,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,-0.828,33.698,17.07,17.07,1.296,1.598
183,O,85.35,124.2,5.91,12.1,20.63,13.02,20.67,0.58,0.98,0.62,2.3,21,9,21,9,2,11,0,1,1,0,0,2,0,0,12,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,2,1,0,0,0,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,-0.848,38.246,17.07,17.07,1.629,1.849
184,O,87.45,138.23,5.76,13.7,23.51,14.78,22.58,0.57,0.98,0.62,2.26,24,10,24,10,2,12,0,1,1,0,0,2,0,0,14,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,1,2,0,1,0,0,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,-0.864,42.722,17.07,17.07,1.947,2.056
185,O,89.54,110.17,6.12,10.5,17.75,11.26,18.83,0.58,0.99,0.63,2.35,18,8,18,8,2,10,0,1,1,0,0,2,0,0,10,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,3,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,-0.828,33.698,17.07,17.07,1.296,1.598
186,O,90.37,124.2,5.91,12.1,20.63,13.02,20.67,0.58,0.98,0.62,2.3,21,9,21,9,2,11,0,1,1,0,0,2,0,0,12,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,2,1,0,0,0,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,-0.848,38.246,17.07,17.07,1.629,1.849
187,O,64.46,149.21,6.78,13.49,21.85,14.27,29.08,0.61,0.99,0.65,2.64,22,11,22,11,3,15,0,1,1,0,0,2,1,0,11,9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,1,2,0,1,0,0,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.79,43.418,40.86,40.86,0.969,1.448
188,O,72.55,182.24,6.75,15.72,27.17,16.69,34.75,0.58,1.01,0.62,2.67,27,13,27,13,3,16,0,1,1,2,0.074,3,0,0,14,10,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,1,2,0,1,0,0,0,4,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,4,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.748,49.208,43.37,43.37,1.249,1.425
189,O,77.28,203.09,9.67,13.18,20.86,14.38,23.33,0.63,0.99,0.68,2.33,21,10,21,10,2,12,0,1,1,0,0,2,0,0,11,8,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,2,0,1,2,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.585,-0.768,46.127,17.07,17.07,2.1,1.927
190,O,77.87,158.64,7.55,12.8,20.95,13.88,24.69,0.61,1,0.66,2.47,21,10,21,10,2,12,0,1,1,0,0,2,0,0,11,8,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,2,0,1,2,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.585,-0.768,43.309,17.07,17.07,1.947,1.843
191,O,79.71,163.24,6.53,15.09,24.73,16.03,30.58,0.6,0.99,0.64,2.55,25,12,25,12,3,16,0,1,1,1,0.04,2,1,0,13,10,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,1,2,0,1,0,0,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.807,47.967,40.86,40.86,1.272,1.483
192,O,80.29,245.3,7.43,20.71,33.27,21.7,47.92,0.63,1.01,0.66,2.66,33,18,34,19,10,26,0.316,2,2,2,0.059,4,0,6,15,14,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,0,1,2,0,1,6,4,2,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,1,0,0,0,0,0,0,1,1,0,4,1,1,0,0,0,0,0,0,1,0,0,0,8,5,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.459,-0.763,70.141,62.89,62.89,2.926,2.982
193,O,82.2,225.31,7.04,20.69,31.61,21.79,40.42,0.65,0.99,0.68,2.38,32,17,33,18,9,25,0.333,2,2,1,0.03,2,1,6,15,15,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,0,1,2,0,1,6,4,2,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,1,1,0,4,2,0,0,0,0,0,0,0,1,0,1,0,8,5,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.322,-0.865,68.554,40.86,40.86,2.646,2.967
194,O,83.5,210.3,6.37,18.92,32.93,20.22,37.75,0.57,1,0.61,2.52,33,15,33,15,3,18,0,1,1,4,0.121,3,0,0,18,12,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,1,2,0,1,0,0,0,3,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,3,0,0,0,4,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.781,58.505,43.37,43.37,1.821,1.808
195,O,83.58,124.2,5.91,12.1,20.63,13.02,20.92,0.58,0.98,0.62,2.32,21,9,21,9,2,11,0,1,1,0,0,2,0,0,12,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,1,2,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,-0.848,38.44,17.07,17.07,1.629,1.609
196,O,83.67,244.31,7.19,21.32,34.05,22.45,44.42,0.63,1,0.66,2.47,34,18,35,19,9,25,0.316,2,2,3,0.086,3,0,6,16,15,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,0,1,2,0,1,6,5,1,4,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,1,0,0,0,0,0,0,1,0,1,5,1,0,0,0,0,0,0,0,1,0,1,0,6,6,0,0,0,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.322,-0.818,69.81,43.37,43.37,2.622,2.61
197,O,84.87,279.19,9.01,20.38,30.63,21.9,34.67,0.66,0.99,0.71,2.17,31,16,32,17,8,22,0.353,2,2,1,0.031,2,0,6,15,14,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,1,2,2,0,1,2,0,1,6,4,2,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,1,1,0,4,1,1,0,0,0,0,0,0,1,0,0,0,8,5,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.17,-0.856,70.439,17.07,17.07,3.735,3.836
198,O,85.11,182.24,6.75,15.72,27.17,16.69,34.75,0.58,1.01,0.62,2.67,27,13,27,13,3,16,0,1,1,2,0.074,3,0,0,14,10,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,1,2,0,1,0,0,0,3,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,6,1,0,0,0,5,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.748,49.637,43.37,43.37,1.249,0.946
199,O,85.41,234.74,7.57,20,30.72,21.4,36.03,0.65,0.99,0.69,2.25,31,16,32,17,8,22,0.353,2,2,1,0.031,2,0,6,15,14,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,1,2,2,0,1,2,0,1,6,4,2,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,1,1,0,4,1,1,0,0,0,0,0,0,1,0,0,0,8,5,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.17,-0.856,67.621,17.07,17.07,3.609,3.752
200,O,85.44,194.3,6.07,18.4,31.61,19.76,34.25,0.58,0.99,0.62,2.45,32,14,32,14,3,17,0,1,1,3,0.094,3,0,0,18,12,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,0,1,2,0,1,0,0,0,3,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,1,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.835,57.166,34.14,34.14,1.845,1.861
201,O,86.06,218.29,7.04,19.41,30.91,20.48,39.92,0.63,1,0.66,2.49,31,16,32,17,8,22,0.353,2,2,1,0.031,2,0,6,15,14,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,1,2,2,0,1,2,0,1,6,4,2,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,1,1,0,4,1,1,0,0,0,0,0,0,1,0,0,0,8,5,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.17,-0.856,63.033,17.07,17.07,3.482,3.293
202,O,86.48,200.3,6.46,19.29,30.4,20.55,32.25,0.62,0.98,0.66,2.15,31,15,32,16,8,21,0.375,2,2,1,0.031,2,0,6,16,14,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,0,1,2,0,1,6,5,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,1,1,0,5,1,0,0,0,0,0,0,0,1,0,0,0,8,6,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,-0.912,62.817,17.07,17.07,3.085,3.088
203,O,87.16,276.4,6.74,26.49,40.16,28.07,43.58,0.65,0.98,0.68,2.08,41,21,43,23,14,31,0.522,3,3,2,0.047,2,0,12,20,20,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,2,2,0,1,2,0,1,12,9,3,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,1,1,0,9,3,0,0,0,0,0,0,0,1,0,0,0,8,10,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.907,-0.938,87.953,17.07,17.07,4.291,4.606
